,wage,educ,educ_parent,born,state,iq,dist_to_unitown
13101,161.79,14,8,1978-02-04,4,102.0,79
13102,376.72,11,11,1982-05-30,42,118.0,89
13103,2015.89,18,14,1979-09-30,18,115.0,82
13104,126.03,5,5,1981-07-29,19,105.0,94
13105,1816.55,15,4,1974-07-28,29,111.0,88
13106,91.22,8,11,1982-03-21,21,92.0,78
13107,236.18,11,17,1976-04-22,13,106.0,75
13108,589.61,12,12,1977-08-27,12,111.0,91
13109,487.38,13,10,1982-02-18,47,108.0,89
13110,699.42,10,3,1983-03-17,26,121.0,85
13111,158.97,10,13,1976-07-14,17,53.0,72
13112,1071.53,17,14,1976-01-25,6,102.0,66
13113,753.2,16,9,1978-05-17,36,116.0,72
13114,188.37,11,16,1981-05-22,37,79.0,67
13115,314.54,9,5,1980-10-30,26,104.0,88
13116,1431.62,16,9,1975-12-17,51,101.0,82
13117,1005.57,15,9,1978-05-07,36,103.0,81
13118,817.28,14,7,1974-08-14,9,110.0,80
13119,72.78,7,7,1980-12-26,19,73.0,87
13120,686.9,16,15,1982-08-26,37,88.0,89
13121,308.26,16,10,1981-07-11,6,96.0,72
13122,450.78,10,9,1979-10-08,34,130.0,78
13123,364.75,13,8,1975-05-25,20,104.0,80
13124,89.02,8,16,1975-03-15,35,119.0,60
13125,401.65,15,6,1979-05-25,23,105.0,83
13126,551.19,14,10,1981-09-28,42,121.0,67
13127,222.84,9,6,1979-03-12,6,90.0,67
13128,94.68,5,11,1979-08-27,48,85.0,75
13129,213.04,13,6,1980-11-28,55,102.0,85
13130,139.26,7,10,1980-08-27,51,97.0,81
13131,574.87,11,8,1975-08-21,4,77.0,81
13132,1094.76,15,12,1978-07-09,6,93.0,85
13133,317.57,7,9,1976-03-05,48,124.0,81
13134,2568.12,20,10,1978-10-07,48,102.0,89
13135,318.85,8,9,1982-09-10,35,104.0,70
13136,1195.94,19,5,1974-03-24,26,100.0,81
13137,130.62,10,8,1979-04-07,48,111.0,76
13138,444.54,9,6,1978-10-14,45,72.0,85
13139,1103.41,15,13,1975-03-03,48,114.0,75
13140,494.44,13,11,1979-01-16,26,116.0,81
13141,778.13,12,9,1982-03-10,45,102.0,74
13142,493.73,13,10,1980-08-22,44,100.0,101
13143,653.32,16,13,1976-07-16,8,113.0,82
13144,169.2,10,13,1978-03-27,51,111.0,89
13145,2096.5,26,11,1975-12-08,24,114.0,97
13146,103.03,8,9,1977-03-21,51,104.0,70
13147,215.04,10,7,1981-11-06,36,112.0,105
13148,890.02,12,9,1975-11-16,51,79.0,80
13149,1123.27,14,13,1976-08-06,39,92.0,68
13150,276.51,17,20,1983-09-23,53,75.0,84
13151,732.43,8,5,1981-02-16,42,105.0,75
13152,345.73,18,13,1981-08-01,12,116.0,90
13153,247.47,12,5,1982-07-09,6,80.0,84
13154,305.9,7,6,1977-04-10,53,93.0,73
13155,300.53,14,15,1982-12-19,19,86.0,76
13156,269.06,10,16,1982-12-20,36,89.0,83
13157,487.03,12,4,1976-08-10,6,105.0,92
13158,231.14,15,10,1979-12-23,6,76.0,74
13159,270.65,9,8,1983-08-29,39,80.0,72
13160,575.73,17,12,1974-09-16,6,99.0,82
13161,1107.16,17,7,1982-07-13,31,120.0,81
13162,339.1,15,11,1977-06-19,8,98.0,89
13163,819.04,17,14,1977-09-18,42,88.0,87
13164,274.52,12,11,1975-01-19,21,98.0,80
13165,141.24,9,11,1978-10-31,26,82.0,86
13166,887.86,19,6,1982-09-12,6,122.0,98
13167,811.84,14,9,1983-06-25,6,112.0,85
13168,330.4,14,12,1975-02-25,34,83.0,81
13169,222.84,9,13,1978-07-16,47,100.0,101
13170,91.58,12,12,1982-09-01,36,83.0,79
13171,72.48,5,7,1983-03-30,21,106.0,74
13172,125.41,9,7,1974-06-24,36,91.0,78
13173,233.6,9,16,1978-03-27,6,100.0,76
13174,161.57,9,15,1975-05-06,36,76.0,85
13175,662.2,7,7,1975-03-28,51,121.0,75
13176,719.14,11,11,1974-07-15,25,104.0,78
13177,421.42,12,8,1979-07-29,26,105.0,81
13178,305.83,10,9,1982-03-11,5,80.0,70
13179,82.09,4,5,1978-08-10,17,120.0,75
13180,369.06,15,13,1983-08-22,47,114.0,72
13181,820.36,17,10,1979-06-14,51,96.0,99
13182,1034.29,19,8,1981-03-28,24,86.0,87
13183,1000.34,19,8,1983-09-08,39,95.0,84
13184,1724.24,15,11,1976-12-10,29,92.0,89
13185,670.26,14,7,1982-04-16,55,108.0,91
13186,448.46,11,12,1980-08-15,19,94.0,86
13187,598.98,17,10,1980-09-08,42,109.0,67
13188,129.52,11,13,1976-01-17,22,93.0,85
13189,1328.85,14,9,1979-12-16,25,131.0,88
13190,540.15,15,9,1982-11-06,11,117.0,73
13191,260.83,11,8,1974-02-03,42,78.0,83
13192,271.49,7,6,1980-08-25,27,107.0,72
13193,1125.68,16,10,1975-02-02,17,81.0,83
13194,2603.32,18,15,1982-09-28,6,99.0,105
13195,900.53,15,8,1974-10-05,36,101.0,90
13196,907.07,14,8,1977-09-11,24,99.0,73
13197,661.72,11,7,1974-09-04,48,83.0,85
13198,169.62,9,9,1974-12-10,26,93.0,97
13199,290.98,14,10,1974-04-29,34,84.0,65
13200,444.03,9,10,1980-02-16,39,82.0,80
13201,595.19,11,5,1980-11-15,42,108.0,76
13202,1259.33,24,11,1982-09-20,36,94.0,91
13203,362.18,12,12,1974-12-15,51,90.0,90
13204,193.99,6,3,1983-04-24,55,82.0,86
13205,335.41,16,11,1978-09-16,8,95.0,91
13206,243.85,10,6,1977-02-26,6,96.0,89
13207,803.88,23,10,1981-01-03,36,77.0,89
13208,4368.96,20,8,1977-06-18,17,95.0,85
13209,6650.82,23,10,1983-09-04,17,104.0,86
13210,141.03,11,14,1976-03-23,47,95.0,82
13211,269.14,12,7,1974-11-08,36,96.0,76
13212,451.71,20,11,1983-04-01,51,78.0,88
13213,181.45,11,8,1982-01-05,29,112.0,61
13214,195.69,7,12,1977-04-16,6,109.0,96
13215,164.0,6,7,1976-08-04,48,107.0,98
13216,238.25,12,7,1980-11-10,48,115.0,79
13217,110.4,8,9,1982-03-29,21,109.0,60
13218,340.65,9,8,1977-02-11,24,105.0,94
13219,429.81,11,11,1980-09-26,55,102.0,70
13220,739.19,8,7,1981-12-28,6,86.0,84
13221,284.14,16,18,1975-01-04,24,82.0,82
13222,238.15,12,14,1980-01-04,36,107.0,77
13223,489.94,12,13,1981-10-31,9,81.0,79
13224,546.67,11,12,1977-12-02,27,78.0,74
13225,323.36,14,8,1977-06-18,13,94.0,89
13226,514.14,10,9,1974-07-30,17,102.0,77
13227,147.17,6,11,1981-08-29,6,90.0,96
13228,262.09,14,8,1983-09-19,34,81.0,80
13229,576.09,19,9,1983-07-20,29,81.0,95
13230,561.01,12,11,1974-03-15,8,99.0,88
13231,476.7,10,11,1980-01-31,17,113.0,85
13232,189.08,12,14,1974-10-23,36,102.0,79
13233,509.23,13,6,1981-06-17,6,130.0,75
13234,1225.0,22,7,1977-09-27,26,88.0,92
13235,146.96,5,8,1983-02-15,19,118.0,82
13236,651.52,16,6,1980-06-01,17,97.0,78
13237,533.81,19,8,1983-09-01,48,104.0,80
13238,329.99,14,12,1982-06-15,51,100.0,97
13239,341.41,14,6,1983-04-03,36,103.0,100
13240,645.36,13,7,1982-01-02,12,95.0,78
13241,435.41,16,6,1983-09-01,29,95.0,67
13242,2794.85,24,8,1977-01-14,6,95.0,69
13243,125.55,8,16,1976-01-24,12,98.0,64
13244,131.0,8,8,1979-08-21,26,89.0,71
13245,1223.64,10,13,1982-04-01,17,104.0,62
13246,450.75,12,11,1983-08-21,28,90.0,68
13247,905.9,13,10,1983-06-27,17,100.0,85
13248,142.4,8,7,1974-07-06,18,80.0,79
13249,234.84,13,11,1980-09-13,34,108.0,82
13250,209.3,10,7,1982-12-16,26,95.0,80
13251,603.96,7,10,1976-05-18,48,119.0,97
13252,274.54,12,14,1976-06-17,48,92.0,75
13253,975.79,10,11,1982-02-04,26,81.0,78
13254,1328.7,12,10,1980-04-04,29,99.0,71
13255,97.82,9,4,1975-08-26,29,100.0,71
13256,521.38,13,7,1980-02-14,47,85.0,86
13257,244.2,13,11,1979-06-14,24,96.0,81
13258,380.15,12,8,1980-04-06,39,101.0,70
13259,207.8,12,13,1983-08-07,48,121.0,90
13260,152.35,10,13,1974-06-28,36,68.0,100
13261,130.7,14,14,1979-07-21,24,84.0,86
13262,836.63,16,5,1976-05-25,17,106.0,63
13263,966.7,13,9,1979-05-18,34,96.0,77
13264,1108.52,15,9,1981-12-07,36,95.0,79
13265,275.08,11,9,1982-06-17,26,68.0,76
13266,241.16,15,6,1979-03-29,41,86.0,83
13267,484.3,14,7,1980-12-02,55,70.0,75
13268,341.37,8,13,1977-05-29,31,123.0,97
13269,530.08,14,12,1975-09-23,39,96.0,67
13270,1128.81,14,9,1976-01-21,42,108.0,79
13271,242.27,15,13,1976-01-12,41,142.0,76
13272,277.53,11,9,1977-12-08,18,113.0,79
13273,735.66,17,6,1977-05-07,48,88.0,88
13274,1345.28,15,10,1981-09-03,17,102.0,73
13275,434.38,12,11,1979-11-11,17,91.0,67
13276,1096.25,15,9,1979-03-01,29,113.0,75
13277,482.98,12,12,1980-05-29,42,94.0,73
13278,520.86,14,18,1980-10-06,17,73.0,78
13279,1268.81,19,14,1979-05-15,36,81.0,78
13280,148.46,11,10,1983-02-25,22,107.0,74
13281,562.08,7,5,1980-05-23,26,110.0,75
13282,322.89,12,10,1982-10-15,51,78.0,75
13283,282.75,11,12,1981-01-14,12,106.0,85
13284,1696.43,18,10,1976-07-30,39,128.0,71
13285,190.12,11,8,1982-06-13,44,105.0,95
13286,1013.02,20,10,1980-01-11,8,118.0,92
13287,336.7,6,8,1976-06-18,20,88.0,71
13288,348.66,12,6,1982-08-21,25,84.0,77
13289,579.82,16,8,1976-10-14,29,93.0,84
13290,1390.99,15,10,1982-11-26,36,116.0,78
13291,1423.74,21,8,1981-04-07,26,98.0,75
13292,851.14,13,5,1974-02-24,17,106.0,66
13293,263.26,9,7,1981-11-10,39,99.0,94
13294,4383.72,17,11,1975-02-04,17,117.0,72
13295,717.38,18,18,1977-06-09,48,114.0,84
13296,327.91,14,7,1975-11-08,45,88.0,88
13297,392.72,14,20,1977-03-06,17,74.0,79
13298,228.51,12,12,1982-01-19,26,71.0,71
13299,448.93,12,9,1975-12-31,42,113.0,74
13300,321.55,11,14,1979-07-18,36,86.0,82
13301,362.2,15,12,1974-01-14,22,87.0,77
13302,220.56,11,14,1981-08-17,8,97.0,94
13303,1234.54,19,15,1980-04-24,6,114.0,76
13304,265.51,13,7,1979-09-29,36,103.0,85
13305,553.35,16,10,1978-09-07,27,88.0,77
13306,1182.28,12,14,1980-12-31,33,97.0,85
13307,1444.07,15,16,1982-05-21,6,96.0,77
13308,652.9,14,13,1980-09-22,40,106.0,84
13309,1011.66,9,7,1974-07-21,42,87.0,94
13310,398.99,8,11,1976-10-01,21,79.0,98
13311,281.21,7,12,1980-05-19,44,88.0,80
13312,985.82,18,8,1980-01-05,31,83.0,74
13313,495.04,14,6,1981-06-22,17,104.0,86
13314,109.29,9,8,1974-05-28,48,108.0,84
13315,509.47,13,10,1979-07-21,39,110.0,99
13316,293.49,17,5,1975-05-14,53,90.0,86
13317,260.56,10,13,1977-02-18,45,102.0,81
13318,188.51,12,7,1977-10-07,42,118.0,81
13319,355.42,16,14,1976-07-26,36,102.0,75
13320,577.18,12,8,1983-10-22,34,102.0,77
13321,1485.55,16,10,1979-10-30,39,118.0,79
13322,1625.0,6,8,1975-03-05,13,89.0,69
13323,421.28,6,9,1975-02-17,9,90.0,65
13324,269.83,13,9,1979-06-21,16,93.0,76
13325,727.0,14,9,1981-11-25,12,90.0,74
13326,362.02,11,9,1981-03-04,53,121.0,68
13327,794.56,13,10,1979-09-21,6,127.0,73
13328,772.99,12,13,1978-02-14,47,104.0,92
13329,347.5,14,9,1975-10-20,8,97.0,71
13330,691.65,18,12,1981-10-12,29,131.0,77
13331,240.93,19,10,1983-01-27,27,82.0,78
13332,560.13,19,12,1977-11-26,36,93.0,87
13333,430.04,14,9,1977-01-14,19,115.0,96
13334,194.96,10,18,1979-01-17,26,98.0,89
13335,516.33,11,8,1975-07-03,53,115.0,76
13336,825.33,17,12,1974-12-18,18,93.0,80
13337,513.75,16,13,1979-07-24,20,118.0,79
13338,717.81,23,15,1979-11-11,42,90.0,85
13339,160.83,9,10,1976-04-02,34,80.0,78
13340,290.99,9,8,1978-01-28,41,102.0,80
13341,437.21,12,18,1982-11-04,47,106.0,89
13342,368.11,15,10,1983-01-03,47,122.0,78
13343,224.41,11,8,1977-02-03,16,87.0,92
13344,439.78,15,13,1983-07-23,39,97.0,87
13345,1018.7,20,8,1975-01-23,40,107.0,95
13346,251.83,10,9,1976-07-28,17,84.0,67
13347,678.52,12,11,1976-08-25,26,103.0,86
13348,1524.51,16,13,1974-02-16,36,80.0,89
13349,1306.92,21,12,1981-10-18,42,100.0,62
13350,801.1,17,7,1981-02-25,9,94.0,68
13351,418.17,10,7,1978-12-19,42,122.0,57
13352,251.14,15,11,1983-12-15,36,118.0,79
13353,380.43,13,15,1974-05-12,12,113.0,80
13354,88.35,8,13,1981-10-29,48,87.0,79
13355,133.97,7,5,1983-09-23,18,103.0,101
13356,125.55,8,10,1982-11-17,48,99.0,84
13357,655.54,15,4,1976-09-15,34,111.0,86
13358,409.21,12,14,1983-08-18,13,109.0,84
13359,309.54,15,13,1976-10-03,12,96.0,90
13360,280.03,8,8,1982-09-23,47,82.0,55
13361,114.05,10,14,1977-11-15,45,88.0,63
13362,795.67,15,10,1983-01-09,46,100.0,71
13363,555.4,9,11,1974-08-03,39,112.0,72
13364,137.42,7,8,1977-12-19,42,101.0,93
13365,1236.51,24,13,1974-09-17,6,69.0,79
13366,271.09,9,12,1982-07-15,25,87.0,84
13367,682.58,17,12,1982-04-09,48,95.0,79
13368,1333.82,18,8,1982-11-24,4,104.0,69
13369,1475.86,16,9,1983-01-15,34,109.0,76
13370,948.26,17,7,1978-07-18,6,81.0,78
13371,1447.08,16,11,1981-04-01,12,102.0,79
13372,896.59,18,14,1975-03-16,17,114.0,89
13373,128.8,11,8,1979-02-01,11,99.0,86
13374,576.03,12,14,1978-07-12,17,112.0,58
13375,133.08,9,17,1981-05-20,48,88.0,96
13376,3311.21,17,12,1983-12-10,4,99.0,84
13377,288.1,11,11,1979-02-10,6,84.0,76
13378,649.08,13,14,1983-09-29,29,125.0,92
13379,791.13,13,6,1975-02-19,48,94.0,79
13380,4393.03,22,7,1982-12-31,18,112.0,86
13381,226.59,14,8,1975-02-20,8,92.0,77
13382,852.02,12,11,1974-12-19,6,119.0,79
13383,1084.75,14,7,1975-07-13,24,117.0,65
13384,960.75,15,2,1982-06-06,36,105.0,79
13385,375.05,15,8,1982-12-26,46,99.0,85
13386,126.32,11,11,1974-09-14,8,102.0,73
13387,310.11,9,9,1980-06-13,17,99.0,77
13388,344.63,18,8,1981-11-27,6,92.0,91
13389,592.73,13,13,1977-04-23,34,80.0,82
13390,155.82,7,13,1978-07-17,21,78.0,65
13391,3582.69,21,8,1981-07-22,17,83.0,87
13392,2851.94,19,9,1978-11-04,26,107.0,76
13393,479.5,15,7,1977-05-28,36,101.0,87
13394,4502.89,19,11,1974-05-24,31,79.0,77
13395,166.41,7,11,1983-03-16,42,123.0,67
13396,841.61,9,15,1979-01-30,40,99.0,84
13397,330.3,14,15,1977-05-16,42,115.0,78
13398,444.09,12,17,1978-12-23,17,123.0,77
13399,1160.34,19,15,1979-02-27,25,95.0,80
13400,1400.15,14,14,1977-03-14,36,92.0,92
13401,375.73,10,7,1981-11-05,37,98.0,73
13402,317.71,11,11,1981-04-27,22,110.0,64
13403,232.02,11,6,1976-10-12,1,107.0,73
13404,440.89,10,9,1980-09-30,6,128.0,87
13405,393.77,15,5,1980-01-20,48,109.0,67
13406,97.91,9,14,1983-07-02,9,97.0,78
13407,850.84,14,10,1975-02-21,8,114.0,78
13408,260.93,12,8,1978-10-25,25,123.0,92
13409,1015.02,20,10,1981-08-07,17,110.0,80
13410,2437.27,18,10,1978-06-06,26,114.0,78
13411,288.28,6,13,1974-04-22,17,116.0,72
13412,227.78,14,12,1974-06-08,36,91.0,93
13413,142.6,10,12,1976-05-03,53,88.0,73
13414,530.35,11,6,1980-09-09,21,89.0,66
13415,99.94,7,10,1974-04-17,35,108.0,67
13416,288.19,13,8,1975-05-17,20,89.0,84
13417,184.68,9,11,1983-04-14,36,85.0,73
13418,2290.18,23,12,1974-10-16,26,77.0,93
13419,693.58,21,12,1977-02-10,53,105.0,79
13420,366.32,16,10,1982-07-13,47,85.0,62
13421,803.73,10,13,1982-11-09,6,117.0,95
13422,652.38,13,11,1975-04-11,6,108.0,76
13423,128.8,7,10,1977-09-02,29,60.0,72
13424,694.48,11,10,1981-08-13,34,100.0,72
13425,373.71,13,10,1978-11-25,40,77.0,65
13426,789.29,17,13,1981-05-12,17,103.0,83
13427,385.08,12,10,1975-06-14,39,106.0,80
13428,128.29,6,10,1975-10-02,25,110.0,73
13429,262.95,16,8,1981-05-21,53,97.0,79
13430,443.89,11,7,1975-02-28,18,109.0,85
13431,730.48,14,10,1980-12-19,48,121.0,86
13432,274.85,11,8,1979-12-19,5,95.0,60
13433,104.01,10,9,1975-06-08,18,107.0,88
13434,1151.87,15,11,1979-06-08,34,97.0,65
13435,356.76,16,12,1978-03-07,27,107.0,91
13436,347.76,14,7,1975-01-26,12,107.0,95
13437,106.34,10,12,1980-11-01,13,111.0,97
13438,3860.4,25,12,1975-06-22,11,131.0,86
13439,513.09,12,11,1977-04-10,5,111.0,72
13440,554.5,16,10,1977-11-12,29,74.0,81
13441,171.8,9,11,1982-06-29,36,111.0,77
13442,2527.04,15,8,1983-12-02,55,111.0,58
13443,1577.78,14,7,1981-03-01,17,120.0,80
13444,1168.64,18,8,1974-02-07,36,79.0,84
13445,264.55,12,7,1982-09-04,28,110.0,79
13446,115.72,7,7,1982-11-20,1,79.0,78
13447,524.4,12,13,1980-10-15,56,120.0,78
13448,824.89,14,9,1980-11-17,48,101.0,92
13449,265.8,15,13,1976-03-18,6,69.0,91
13450,480.61,13,7,1979-07-05,19,81.0,67
13451,140.05,12,9,1979-11-06,1,99.0,72
13452,716.87,13,7,1981-02-22,17,82.0,75
13453,738.44,9,15,1975-07-16,6,83.0,68
13454,718.83,10,7,1977-03-19,28,76.0,81
13455,1639.67,17,8,1975-08-13,48,100.0,72
13456,239.41,9,6,1974-03-02,5,105.0,75
13457,503.1,16,9,1976-06-15,29,109.0,76
13458,126.26,8,6,1978-03-17,1,80.0,90
13459,365.69,14,12,1981-01-09,6,84.0,79
13460,242.3,13,15,1980-01-10,54,114.0,82
13461,58.8,7,9,1980-10-06,1,94.0,83
13462,161.84,12,7,1978-05-01,29,100.0,70
13463,598.36,20,11,1979-12-03,53,68.0,74
13464,561.04,12,14,1977-08-03,19,99.0,83
13465,2051.73,16,9,1977-03-07,17,118.0,74
13466,831.9,14,15,1974-05-27,30,111.0,55
13467,201.76,15,10,1982-02-23,20,96.0,72
13468,377.82,14,10,1977-05-22,53,78.0,73
13469,563.32,13,10,1976-01-15,51,107.0,89
13470,1369.22,20,13,1978-10-09,42,91.0,69
13471,341.08,11,13,1982-06-06,24,112.0,79
13472,398.07,12,7,1981-10-25,6,91.0,78
13473,1648.19,25,2,1981-06-13,17,100.0,100
13474,395.07,12,12,1975-06-02,17,88.0,61
13475,400.25,9,7,1983-02-08,42,95.0,82
13476,370.3,12,11,1975-01-09,50,104.0,88
13477,534.92,10,12,1981-08-18,53,99.0,87
13478,864.42,20,14,1982-05-13,35,124.0,89
13479,172.12,10,12,1978-07-26,48,100.0,86
13480,68.1,9,7,1981-07-25,36,94.0,58
13481,1129.18,12,7,1980-08-31,39,119.0,80
13482,475.37,14,11,1978-04-25,8,81.0,86
13483,53.84,9,11,1978-06-11,17,108.0,76
13484,641.73,18,13,1975-02-25,26,120.0,82
13485,1853.19,16,15,1981-04-14,42,90.0,87
13486,316.46,7,10,1975-01-07,6,93.0,88
13487,481.69,11,11,1981-01-08,37,106.0,79
13488,515.23,15,12,1974-03-20,12,119.0,93
13489,130.57,9,11,1977-01-18,17,71.0,69
13490,578.66,14,12,1974-10-16,6,103.0,70
13491,173.91,10,11,1978-05-16,39,89.0,89
13492,217.69,11,8,1981-04-28,13,110.0,69
13493,194.58,8,3,1980-02-05,6,80.0,78
13494,428.94,18,9,1977-01-27,36,71.0,72
13495,714.2,14,12,1979-10-31,20,88.0,92
13496,1487.32,20,10,1981-06-09,42,105.0,79
13497,451.06,8,6,1981-02-03,36,82.0,87
13498,209.94,7,8,1980-03-25,36,108.0,80
13499,461.17,11,14,1982-08-19,9,108.0,83
13500,320.91,15,8,1980-09-08,33,84.0,91
13501,1711.5,21,9,1981-09-14,48,112.0,78
13502,1962.18,16,15,1980-10-29,47,79.0,79
13503,520.55,10,11,1981-09-10,5,115.0,73
13504,472.56,14,9,1981-12-19,6,117.0,76
13505,474.9,14,15,1975-09-05,26,103.0,79
13506,573.9,15,15,1977-03-10,36,83.0,69
13507,422.75,13,8,1977-04-22,39,107.0,76
13508,122.98,9,7,1974-12-23,20,82.0,79
13509,140.12,7,12,1979-10-22,6,96.0,93
13510,265.45,14,6,1982-12-25,29,120.0,83
13511,53.57,8,8,1978-06-16,39,74.0,77
13512,619.94,15,8,1981-06-28,53,101.0,70
13513,244.59,11,11,1975-05-26,27,86.0,75
13514,157.46,12,7,1980-11-25,45,99.0,82
13515,200.11,10,11,1982-10-02,48,99.0,84
13516,266.35,12,14,1982-11-19,28,92.0,69
13517,1016.36,17,11,1979-11-18,8,84.0,84
13518,90.89,5,9,1976-08-15,48,106.0,87
13519,106.06,6,8,1979-11-22,17,87.0,84
13520,257.39,5,6,1974-07-13,48,88.0,86
13521,1446.72,17,13,1974-10-15,19,98.0,90
13522,1315.92,16,10,1975-03-29,36,85.0,83
13523,274.69,11,8,1981-07-09,1,111.0,71
13524,1291.27,15,17,1982-01-11,42,118.0,79
13525,564.46,14,11,1976-11-27,55,91.0,71
13526,192.52,7,9,1976-11-11,25,79.0,96
13527,403.11,11,7,1982-07-04,26,106.0,73
13528,885.55,14,15,1979-03-05,36,91.0,57
13529,209.07,8,11,1974-03-23,36,83.0,65
13530,277.66,11,14,1980-06-24,26,98.0,88
13531,553.28,17,16,1976-01-03,18,109.0,72
13532,602.99,13,10,1979-07-19,6,116.0,84
13533,728.2,11,5,1981-06-28,36,114.0,80
13534,1284.01,14,9,1977-12-02,42,94.0,100
13535,1668.03,16,8,1975-04-06,39,99.0,76
13536,218.64,10,10,1977-12-25,19,116.0,78
13537,438.82,12,10,1979-04-17,27,70.0,83
13538,492.11,15,14,1974-08-13,24,107.0,75
13539,1775.25,16,10,1975-06-30,6,101.0,78
13540,4929.33,18,11,1978-03-19,1,107.0,72
13541,1107.76,11,9,1976-07-04,19,108.0,113
13542,392.37,11,8,1979-11-23,47,149.0,89
13543,379.49,12,12,1982-01-13,51,95.0,88
13544,100.38,8,3,1977-04-12,18,95.0,71
13545,218.46,10,10,1976-06-29,5,105.0,62
13546,511.48,13,10,1975-10-14,6,69.0,77
13547,8963.74,22,6,1980-07-09,29,130.0,67
13548,1194.0,11,10,1979-10-11,8,122.0,91
13549,998.74,16,10,1977-12-23,39,106.0,91
13550,638.2,7,12,1976-06-08,22,92.0,78
13551,606.98,17,16,1979-08-04,6,105.0,70
13552,496.59,11,6,1977-07-05,40,117.0,89
13553,857.81,12,6,1980-04-29,6,96.0,87
13554,897.46,11,6,1975-09-26,53,115.0,74
13555,283.22,7,6,1976-05-15,45,79.0,66
13556,1601.31,17,9,1975-04-08,27,93.0,82
13557,994.17,17,8,1983-02-23,17,90.0,88
13558,339.76,9,13,1975-06-06,42,81.0,91
13559,299.78,17,11,1978-02-13,1,89.0,85
13560,467.9,10,12,1982-08-25,44,105.0,89
13561,740.12,16,10,1981-01-31,6,122.0,82
13562,314.18,12,9,1981-01-23,25,111.0,75
13563,159.88,8,8,1977-10-25,54,89.0,86
13564,218.12,12,11,1976-10-11,42,82.0,63
13565,476.57,12,6,1983-09-22,17,107.0,79
13566,203.77,10,10,1975-04-18,31,85.0,85
13567,231.97,8,5,1974-05-11,36,112.0,76
13568,348.72,7,7,1976-10-12,39,80.0,90
13569,290.96,7,13,1977-05-11,45,101.0,83
13570,267.75,10,12,1978-01-19,17,102.0,85
13571,424.27,11,5,1977-06-20,27,111.0,92
13572,622.72,12,7,1976-04-26,36,96.0,72
13573,113.62,9,5,1982-10-27,39,88.0,78
13574,242.79,11,9,1980-06-26,24,73.0,84
13575,235.89,11,10,1983-05-12,6,103.0,85
13576,917.58,18,6,1978-09-03,8,120.0,80
13577,583.52,12,6,1983-04-01,18,121.0,66
13578,721.53,15,13,1977-06-12,51,112.0,91
13579,591.0,10,13,1983-05-23,34,113.0,76
13580,217.45,12,14,1975-02-28,34,119.0,74
13581,504.15,12,9,1978-05-25,39,108.0,99
13582,525.02,15,9,1982-05-22,17,98.0,68
13583,347.02,11,10,1978-03-19,42,108.0,78
13584,989.73,16,6,1975-05-15,17,89.0,74
13585,1073.89,17,11,1978-10-12,18,78.0,75
13586,532.03,9,7,1976-09-19,1,109.0,59
13587,1284.26,20,11,1982-01-23,42,130.0,82
13588,669.86,13,10,1982-05-15,18,99.0,84
13589,160.07,9,10,1980-05-23,25,96.0,75
13590,1069.48,11,13,1975-09-20,51,90.0,61
13591,137.28,8,6,1974-09-19,19,125.0,70
13592,390.76,12,12,1976-05-14,34,129.0,82
13593,980.11,13,9,1978-10-12,16,97.0,86
13594,179.11,11,7,1975-11-15,42,99.0,84
13595,1012.39,13,8,1977-04-27,12,121.0,84
13596,290.83,15,12,1983-04-08,12,85.0,90
13597,440.27,15,5,1983-01-04,47,129.0,68
13598,345.69,17,7,1977-11-15,19,80.0,91
13599,334.23,11,14,1983-09-22,24,127.0,79
13600,421.38,6,11,1975-05-30,18,106.0,81
13601,157.62,7,10,1975-05-28,44,100.0,92
13602,1276.41,16,5,1980-03-03,6,98.0,73
13603,189.5,8,11,1981-08-01,51,103.0,84
13604,125.25,6,6,1982-01-31,47,111.0,78
13605,576.32,16,9,1980-06-03,25,83.0,74
13606,625.25,17,14,1977-10-09,50,101.0,84
13607,115.89,6,12,1980-07-03,28,80.0,70
13608,394.98,11,5,1979-06-15,13,112.0,82
13609,321.56,11,7,1983-08-23,42,95.0,83
13610,536.54,11,9,1982-09-25,54,104.0,74
13611,1119.68,10,4,1980-05-31,17,117.0,86
13612,570.92,17,13,1981-02-20,20,122.0,65
13613,759.29,13,12,1980-11-14,39,75.0,87
13614,518.0,13,8,1978-07-30,12,87.0,75
13615,218.82,10,17,1978-05-15,37,105.0,76
13616,364.58,9,7,1976-07-28,42,105.0,84
13617,1274.23,15,11,1979-07-12,13,77.0,91
13618,213.79,13,6,1982-10-27,48,94.0,83
13619,271.25,10,10,1980-10-24,36,95.0,73
13620,199.45,7,7,1983-02-25,5,89.0,81
13621,384.37,14,7,1978-06-07,25,111.0,69
13622,327.64,13,10,1982-07-19,17,77.0,84
13623,866.43,18,12,1976-08-30,39,122.0,90
13624,1123.8,15,9,1978-12-28,41,103.0,62
13625,1186.84,13,10,1980-12-04,55,117.0,87
13626,42.95,10,6,1978-06-11,13,81.0,74
13627,1186.61,16,14,1974-06-26,22,117.0,85
13628,2373.94,18,12,1982-01-20,27,107.0,79
13629,317.31,13,6,1980-09-30,20,73.0,65
13630,140.56,6,13,1983-02-02,34,109.0,93
13631,303.56,10,8,1979-06-05,34,94.0,60
13632,399.03,10,9,1979-12-17,39,131.0,67
13633,420.79,14,11,1979-11-30,17,80.0,79
